"","vSt","vK","vTmat","vvol","vr",""
"1",49.1249776212499,18.5981270391494,66.0909087862819,0.497224186933599,0.0282318884739652,48.6968361123192
"2",61.2629925832152,5.42884084861726,18.6421676538885,0.400818194649182,0.053379286150448,59.3860310371245
"3",50.0185770448297,73.0639860965312,59.9755931831896,0.747253127284348,0.0178449804894626,49.8845208571879
"4",21.3999839732423,8.13209635671228,119.35417290777,0.0512094931304455,0.0327758422819898,21.2373274957535
"5",64.9731226731092,57.2893478907645,110.890552215278,0.678909062272869,0.0524704142240807,64.9722626387058
"6",21.2552174227312,67.2528323950246,5.16208802349865,0.0100798672996461,0.057625243999064,1.26846085710438e-306
"7",44.6274885442108,7.22070122137666,106.248623756692,0.106094294693321,0.0504499349510297,44.5935527208767
"8",54.313064715825,62.9805333912373,78.092801682651,0.0239488555537537,0.0164039929863065,36.820220227018
"9",1.2460419209674,75.0154489418492,81.4690793305635,0.3753012376884,0.03887920351699,1.07149842922935
"10",65.5485784867778,86.0304907197133,90.3908852487803,0.394473992330022,0.0688804503530264,65.4652665932276
"11",15.4307948425412,12.404422997497,18.0685319658369,0.88071584419813,0.0104550968389958,14.6633351370971
"12",27.5368383154273,13.4497686289251,60.2923775743693,0.327958209617063,0.0936081879772246,27.4922531113424
"13",71.0853217868134,4.08485888037831,9.51364609412849,0.244536630772054,0.0458480667090043,68.4444739118927
"14",22.7541786152869,9.3001808738336,64.9140226095915,0.11079188071657,0.000388567731715739,14.6311056009878
"15",23.9039182197303,15.0472409790382,63.5342817474157,0.930913860583678,0.0380992214661092,23.9028229309964
"16",91.6018318617716,21.4881351683289,28.264240399003,0.798179657715373,0.0652763684513047,91.1267940853889
"17",74.7024878626689,14.579403726384,77.4284254945815,0.442235971880145,0.0680225699674338,74.662552455063
"18",82.2499126661569,80.7758741546422,78.7815645430237,0.379653460639529,0.0631821909220889,81.9529908027985
"19",68.3510944945738,54.2982493061572,80.5102929845452,0.648039254583418,0.084161087940447,68.3470085783565
"20",26.9788737641647,36.7464129114524,45.5292375013232,0.787028510123491,0.0680292990058661,26.9315119374091
"21",79.7243865439668,42.4708828562871,36.357960216701,0.6633000428183,0.0537150883348659,78.869896701767
"22",74.6503905626014,85.6773614417762,53.814423372969,0.843319440083578,0.0473726617870852,74.6089142236231
"23",77.3335599340498,36.1364796990529,58.51971488446,0.247097296491265,0.0340791516471654,73.2818357622361
"24",62.0957511710003,22.3099758150056,91.6472925525159,0.333879843899049,0.008345045754686,59.5825185888424
"25",55.5034702410921,89.2108522122726,116.825209893286,0.4747555168299,0.0292778921546415,55.3888571906409
"26",28.9450870361179,21.7588168568909,88.3141058776528,0.225068409470841,0.0714758015470579,28.9059668957483
"27",44.1328020533547,62.7867193659768,95.1294174045324,0.80141412591096,0.0807893748627976,44.1327313751132
"28",65.3350151143968,77.8709792299196,101.131964363158,0.854461942617781,0.0417399330530316,65.3348795376269
"29",80.1143304212019,5.93397384509444,70.9568365104496,0.454550685184076,0.0932630661409348,80.1082463996459
"30",28.8686683634296,25.7144993403926,119.501934349537,0.871563266324811,0.0774932252941653,28.8686680410641
"31",65.7906898995861,74.9183995882049,20.1937090326101,0.483300521792844,0.0520091413054615,54.821552923205
"32",63.0856894189492,67.0245595742017,72.8710130229592,0.0587181544629857,0.0201730626868084,47.686645182684
"33",23.3999691205099,92.6216205116361,0.493648834526539,0.275841147182509,0.0858873495133594,3.67794667142131e-12
"34",40.0687000015751,65.3307237429544,102.566743735224,0.655303175309673,0.0225414312677458,40.0545864099395
"35",52.3829180048779,94.4174526724964,69.6874779369682,0.837638619076461,0.0267900726990774,52.3700614823866
"36",68.0661594262347,14.8617526050657,24.8863494582474,0.483252804214135,0.0859421503264457,66.7560738004275
"37",21.7692658770829,63.6591612361372,30.0385685730726,0.0256617105426267,0.00716716658789665,3.91601713549134e-10
"38",16.6214044671506,10.5736030265689,13.8884242158383,0.161751441163942,0.00379874946083874,7.44247729895962
"39",14.5306033082306,65.6021068803966,74.5571000967175,0.0157197112170979,0.0175978284562007,0.0730296880864263
"40",86.2057812744752,83.7682212004438,115.454126168042,0.369943373291753,0.0438522980315611,86.0320151977878
"41",79.8718424979597,76.4061308000237,18.9229795150459,0.515940310577862,0.047112614614889,67.3994887813697
"42",65.4125890927389,97.3280751844868,14.8272537253797,0.670658157435246,0.0704753404483199,56.2846318497793
"43",59.8579365294427,76.1630250606686,53.8661684654653,0.902567228935659,0.0878234170377254,59.8531268290609
"44",15.9448746824637,84.142231894657,69.6387300733477,0.196618618061766,0.0839586484711617,15.7059600929507
"45",36.1107322853059,80.8107336983085,1.28757532685995,0.149451312515885,0.05383687724825,1.31640337347872e-05
"46",65.2178093558177,69.5220874622464,111.719691669568,0.976142102144659,0.0807255214080215,65.2178092263143
"47",94.8602619813755,69.3019530503079,77.089838096872,0.719565974031575,0.0579677880741656,94.8495130774991
"48",46.3209250243381,73.789872857742,80.8230969496071,0.419680189266801,0.0509943268727511,46.0066398317511
"49",1.18812618311495,65.5222693923861,117.209820533171,0.418026853245683,0.024293578020297,1.13916385930281
"50",48.2105095172301,91.5410903980955,38.7573496252298,0.593239574939944,0.0990398579277098,47.7276435954642
"51",88.4659576229751,39.9995181011036,32.2186633385718,0.902108040335588,0.0867421045899391,88.3398776770277
"52",19.9809000361711,94.4283967837691,109.354142658412,0.230892904363573,0.0734756613848731,19.9514494920973
"53",94.2137054633349,23.0867977719754,84.9662601482123,0.118389588333666,0.059327365248464,94.0643705010464
"54",9.96543332003057,75.1575543545187,96.6663515008986,0.408304165443406,0.0134169531986117,9.33315222557399
"55",62.1564189437777,18.3313842164353,13.3593563083559,0.523845899347216,0.0343919962411746,54.6679058984876
"56",44.7554801590741,70.9785133833066,15.5139006581157,0.684747014185414,0.0193837499478832,36.1578979730955
"57",50.5473754601553,85.0155570544302,72.9857022408396,0.813273882102221,0.033220225176774,50.5376985225816
"58",39.5345662022009,80.4239548509941,59.9156077858061,0.608412428554147,0.0517003461252898,39.3338972378162
"59",35.6766597600654,94.7725954465568,32.9353001900017,0.979462559549138,0.0541746409842744,35.5598180146338
"60",61.5938908886164,38.285080390051,91.2477189302444,0.794823084012605,0.0667710286565125,61.5936480605622
"61",55.0627223215997,92.6655398448929,60.3501056693494,0.812768044918776,0.0587832108139992,55.0452182725092
"62",69.5698928786442,38.142354041338,87.2330386005342,0.242162698800676,0.0714259446132928,69.495883841939
"63",44.9164367513731,63.3854198502377,56.7977600824088,0.73511675731279,0.0939958574716002,44.90163609057
"64",68.4312652796507,39.9855572031811,41.270180856809,0.191690422021784,0.0664851421257481,65.8758872752561
