"","vSt","vK","vTmat","vvol","vr",""
"1",14.7003174293786,82.1062696864828,74.1373082622886,88.2598925228231,0.105224922299385,14.7003174293786
"2",65.8117668470368,28.0143646523356,83.1416239310056,92.6636479855515,2.18160116812214,65.8117668470368
"3",36.3010427681729,41.5696613723412,5.12147071771324,17.6277651400305,2.01964236679487,36.3010427681729
"4",71.8191138003021,45.9564757533371,110.813261009753,42.3825876843184,2.13702071923763,71.8191138003021
"5",3.98839705158025,82.5119843939319,49.0771900489926,29.5952738705091,3.43536004773341,3.98839705158025
"6",32.7490905066952,6.64871823973954,96.2201863713562,59.7727339197882,1.92214386421256,32.7490905066952
"7",3.04685218725353,59.1539383865893,102.623738525435,1.3252389212139,4.04541954863816,3.04685218725353
"8",89.2430947395042,99.5496445335448,52.5657299626619,16.7856059153564,3.19519040640444,89.2430947395042
"9",17.3928661970422,0.456862594000995,18.6643712315708,16.9545083418489,2.27921539335512,17.3928661970422
"10",3.26177794486284,76.9063914427534,47.9148800577968,63.5572172594257,3.249725936912,3.26177794486284
"11",74.0770186996087,96.9104917254299,22.9774510581046,91.9496498242952,4.5846532098949,74.0770186996087
"12",50.215866160579,42.2746175900102,41.0692016221583,74.7306071189232,4.35946509824134,50.215866160579
"13",83.7503566872329,1.87022439204156,90.9435718227178,76.5374370426871,1.54168587294407,83.7503566872329
"14",17.0015214011073,54.5367461396381,33.1017484143376,4.6171064847149,3.3318499464076,17.0015214011073
"15",26.569382683374,88.9471887610853,70.3409831598401,7.5865290495567,0.517575253034011,26.569382683374
"16",72.2833665087819,65.8544594887644,40.635098638013,12.3749935491942,0.0622698059305549,72.2833665087819
"17",93.4118662029505,33.6065763607621,114.206993915141,77.8252004352398,2.11400182684883,93.4118662029505
"18",19.7811714140698,48.9569267025217,61.6461487580091,23.3335420656949,1.38130249804817,19.7811714140698
"19",43.6244162032381,46.6814703308046,106.207227492705,17.6977593949996,2.90488073369488,43.6244162032381
"20",85.8995405724272,75.5721447058022,22.823576387018,2.96989456331357,0.264011712279171,85.8995405724225
"21",36.0982340062037,12.7319392515346,117.108744587749,7.94634973024949,4.06920931884088,36.0982340062037
"22",32.4362805578858,28.9646365912631,115.570533201098,39.4044750886969,3.68550570565276,32.4362805578858
"23",99.6783301001415,95.5658411839977,63.4573777299374,97.3631435972638,2.38848598208278,99.6783301001415
"24",46.2017603684217,97.8781959507614,33.3970256801695,29.6529565849341,1.50449302862398,46.2017603684217
"25",45.0878106988966,34.6885920967907,49.9094749242067,38.0913399304263,3.77549449098296,45.0878106988966
"26",72.0441083656624,39.0004206215963,59.9047282710671,90.1257693907246,4.3267226475291,72.0441083656624
"27",82.5963332783431,30.953904776834,35.3766803909093,17.2821547957137,1.68640464660712,82.5963332783431
"28",65.4400710947812,43.1892355438322,93.7373274564743,85.9407883067615,4.66981345671229,65.4400710947812
"29",97.708077263087,27.2327340906486,51.954477885738,23.8014693432488,1.78134609945118,97.708077263087
"30",0.453283451497555,8.59015840105712,54.2959533724934,42.0388803798705,0.342895851936191,0.453283451497555
"31",22.0375873614103,90.4396584257483,25.8419574704021,44.2679493823089,2.03316833125427,22.0375873614103
"32",53.2456168904901,45.91477769427,11.236705686897,44.7488424209878,4.37472039251588,53.2456168904901
"33",17.7737664896995,64.7576678544283,18.5675933863968,41.7667388562113,2.28837070171721,17.7737664896995
"34",36.14992571529,29.3188092531636,109.620237378404,95.6242587887682,1.39469040906988,36.14992571529
"35",83.1867379136384,70.3052340075374,56.4521306008101,34.4408997297287,2.03420609934255,83.1867379136384
"36",28.2950247172266,27.068450092338,61.2915229797363,52.402142541483,0.591153702698648,28.2950247172266
"37",51.0514386929572,19.6449396433309,118.356437226757,16.5108246691525,3.39072331320494,51.0514386929572
"38",53.7625609431416,15.1369645260274,65.9182871785015,14.4348662598059,3.91753153526224,53.7625609431416
"39",36.0610658302903,68.5498600127175,104.544642968103,24.1859154552221,4.61668134084903,36.0610658302903
"40",21.1438385071233,64.708712277934,91.4139093272388,51.7130273287185,3.53376028360799,21.1438385071233
"41",40.2255918364972,88.0967470118776,97.3166938964278,30.0544875697233,1.40677010524087,40.2255918364972
"42",56.9221212062985,2.41069130133837,118.081548605114,60.9014866179787,0.400482303230092,56.9221212062985
"43",27.4631528183818,67.9042256902903,11.8789836857468,2.56626216415316,0.73142459965311,27.4631489811058
"44",26.5364633407444,71.9352626008913,95.0257320608944,93.4908190285787,0.486755736637861,26.5364633407444
"45",70.909445383586,30.1183101953939,2.47472899965942,26.8079762347043,0.742661921540275,70.909445383586
"46",82.2273317491636,5.48393297940493,10.5292440019548,35.5721778124571,1.33620949462056,82.2273317491636
"47",87.6207701861858,60.8428388368338,67.6069925352931,33.9209364061244,4.70008441945538,87.6207701861858
"48",19.4827276980504,37.7726818434894,115.33177874051,96.1242659660056,2.40623314515688,19.4827276980504
"49",68.0884315399453,36.3145635928959,76.3093608990312,15.0536380656995,1.69310278259218,68.0884315399453
"50",1.00410403683782,83.8123211637139,51.8798387423158,89.678885828238,1.37761520571075,1.00410403683782
"51",34.7150604706258,65.9064408158883,58.6529010068625,58.1195764448494,0.239892271347344,34.7150604706258
"52",12.9159794421867,75.3091510152444,13.5645832121372,76.3416365259327,2.57911041378975,12.9159794421867
"53",31.4608238870278,65.1774209924042,111.670789439231,87.86975682294,2.57057043723762,31.4608238870278
"54",22.9803389403969,30.9981211321428,17.9219700582325,9.21952988160774,4.63167766807601,22.9803389403969
"55",31.8409781903028,70.4826171742752,18.5339656099677,92.5287884627469,2.96638768399134,31.8409781903028
"56",7.75604504160583,30.4234059061855,63.3677258435637,64.1500960360281,1.15396129549481,7.75604504160583
"57",81.6968878963962,6.15678657777607,60.5920575745404,7.7492882325314,4.95412159478292,81.6968878963962
"58",81.9518047384918,33.2064774818718,76.2232242990285,43.9275330319069,4.1931851580739,81.9518047384918
"59",87.1053532231599,61.6296535357833,59.9190963339061,18.0821064794436,3.59997894614935,87.1053532231599
"60",83.8009767932817,22.5850579561666,46.4585191290826,90.9757661879994,2.32113753445446,83.8009767932817
"61",70.6591507187113,58.3204395836219,21.3742419797927,23.6838431661017,1.88849057536572,70.6591507187113
"62",80.295980675146,56.0332481516525,56.6888835188001,83.2870346563868,4.47196427616291,80.295980675146
"63",47.066295822151,95.4151679296046,51.5985050238669,52.9707892360166,3.66764517151751,47.066295822151
"64",46.3026338489726,84.4137439969927,21.4002958964556,43.8047085483558,1.14129269379191,46.3026338489726
"65",57.860220875591,78.485808824189,112.589419540018,60.1467302315868,3.33120157360099,57.860220875591
"66",58.1217583501711,5.82501273602247,12.8020829893649,30.4333599605598,2.45933504775167,58.1217583501711
"67",18.1376980384812,46.0279159247875,35.2548972051591,9.4422848932445,4.19069890049286,18.1376980384812
"68",38.7204497819766,38.1248891819268,59.2589623946697,28.5909675625153,4.95611444115639,38.7204497819766
"69",26.6964031383395,41.1448323633522,111.342980889603,18.6461558095179,3.2529407646507,26.6964031383395
"70",34.807216306217,67.0446908567101,95.4180496651679,13.1321085477248,3.22587957489304,34.807216306217
"71",59.09994316753,49.6564801549539,21.3978620711714,65.0891784322448,4.04646193259396,59.09994316753
"72",86.6113551426679,3.54838478378952,18.0884219706059,36.5525567191653,4.41925063612871,86.6113551426679
"73",11.6797561058775,0.976149644702673,75.4658810980618,28.0431823176332,4.85559918452054,11.6797561058775
"74",15.7952517503873,5.96013525500894,105.434477599338,70.0998300183564,3.82836698670872,15.7952517503873
"75",35.2337103337049,86.6279975743964,68.3646087069064,91.7319527463987,3.47728969529271,35.2337103337049
"76",32.3151536518708,93.2379768462852,99.275172399357,3.7799072843045,4.17509920196608,32.3151536518708
"77",67.0133437495679,81.4487648429349,21.4342987630516,46.7408536421135,1.31158608826809,67.0133437495679
